1,712,-1,-1,-1,1
1,268,-1,-1,-1,1
1,217,-1,-1,-1,1
3,722,-1,-1,-1,1
3,676,-1,-1,-1,1
3,619,-1,-1,-1,1
3,355,-1,-1,-1,1
1,216,-1,-1,-1,1
1,371,-1,-1,-1,1
1,779,-1,-1,-1,1
1,326,-1,-1,-1,1
1,409,-1,-1,-1,1
1,324,-1,-1,-1,1
1,864,-1,-1,-1,1
1,940,-1,-1,-1,1
58,551,-1,-1,-1,1
1,251,-1,-1,-1,1
1,483,-1,-1,-1,1
81,268,-1,-1,-1,1
81,408,-1,-1,-1,1
81,410,-1,-1,-1,1
81,409,-1,-1,-1,1
81,266,-1,-1,-1,1
1,306,-1,-1,-1,1
1,297,-1,-1,-1,1
1,965,-1,-1,-1,1
1,475,-1,-1,-1,1
1,206,-1,-1,-1,1
1,267,-1,-1,-1,1
1,364,-1,-1,-1,1
1,265,-1,-1,-1,1
1,562,-1,-1,-1,1
1,583,-1,-1,-1,1
28,444,-1,-1,-1,1
1,863,1007,1014,1020,1
2,118,1006,1013,1022,1
3,625,1006,1013,1020,1
4,119,1007,1015,1020,1
5,120,1007,1014,1021,1
6,571,1007,1019,1020,1
7,574,1009,1014,1020,1
8,316,1012,1019,1021,1
9,689,1012,1014,1020,1
10,135,1012,1014,1021,1
11,125,1009,1013,1022,1
12,941,1007,1014,1020,1
13,619,1012,1019,1020,1
14,113,1009,1019,1020,1
15,457,1007,1014,1021,1
16,431,1007,1014,1021,1
17,122,1007,1016,1020,1
18,164,1007,1014,1020,1
19,175,1006,1016,1020,1
20,462,1009,1019,1020,1
21,377,1012,1019,1021,1
22,654,1012,1019,1021,1
23,146,1012,1019,1021,1
24,226,1007,1019,1020,1
25,177,1007,1014,1020,1
26,179,1007,1014,1021,1
27,617,1012,1019,1022,1
28,660,1012,1014,1021,1
29,227,1012,1019,1021,1
30,183,1012,1014,1020,1
31,750,1006,1013,1021,1
32,710,1007,1014,1020,1
33,144,1007,1019,1020,1
34,144,1009,1016,1020,1
35,168,1011,1014,1020,1
36,230,1007,1014,1020,1
37,254,1006,1013,1021,1
38,240,1006,1016,1020,1
39,542,1009,1015,1021,1
40,253,1007,1014,1020,1
41,276,1007,1018,1020,1
42,226,1007,1014,1020,1
43,283,1012,1019,1021,1
44,378,1009,1016,1020,1
45,383,1006,1013,1021,1
46,414,1009,1014,1020,1
47,274,1012,1019,1020,1
48,392,1007,1014,1020,1
49,379,1012,1019,1020,1
50,404,1009,1016,1020,1
51,355,1012,1019,1020,1
52,447,1007,1019,1021,1
53,456,1007,1014,1020,1
54,528,1007,1014,1020,1
55,122,1012,1019,1020,1
56,809,1012,1019,1020,1
57,564,1009,1014,1020,1
58,479,1012,1015,1021,1
59,501,1007,1014,1020,1
60,589,1012,1014,1021,1
61,241,1007,1014,1020,1
62,651,1012,1013,1021,1
63,644,1007,1014,1020,1
64,663,1010,1019,1021,1
65,398,1012,1019,1021,1
66,224,1007,1014,1020,1
67,550,1007,1014,1021,1
68,478,1007,1014,1020,1
69,576,1012,1019,1021,1
70,561,1009,1014,1020,1
71,652,1007,1014,1020,1
72,561,1007,1016,1020,1
73,376,1007,1014,1021,1
74,144,1007,1016,1020,1
75,265,1007,1014,1020,1
76,732,1007,1014,1020,1
77,449,1006,1016,1020,1
78,374,1006,1013,1020,1
79,214,1012,1019,1021,1
80,525,1006,1013,1021,1
81,282,1012,1019,1021,1
82,807,1007,1014,1021,1
83,144,1009,1016,1020,1
84,837,1009,1019,1021,1
85,354,1007,1019,1021,1
86,144,1012,1016,1021,1
87,366,1012,1019,1021,1
88,810,1012,1019,1021,1
89,852,1007,1019,1020,1
90,200,1012,1019,1021,1
91,776,1007,1014,1020,1
92,144,1009,1019,1020,1
93,732,1007,1014,1020,1
94,734,1007,1014,1021,1
95,725,1007,1014,1020,1
96,787,1007,1014,1020,1
97,871,1007,1014,1020,1
98,354,1007,1019,1020,1
99,879,1012,1019,1021,1
100,695,1012,1019,1021,1
101,883,1007,1014,1020,1
102,912,1012,1014,1020,1
103,363,1012,1019,1021,1
104,946,1007,1014,1020,1
105,144,1010,1015,1021,1
106,951,1007,1014,1020,1
107,544,1012,1019,1020,1
108,355,1007,1014,1020,1
109,957,1007,1014,1020,1
110,459,1007,1014,1020,1
111,689,1012,1014,1020,1
100,112,1012,1019,1021,1
3,114,1007,1014,1020,1
8,115,1012,1019,1021,1
12,116,1006,1014,1020,1
1,117,1007,1014,1020,1
81,119,1012,1019,1021,1
1,121,1007,1014,1021,1
8,123,1007,1014,1021,1
19,124,1007,1014,1020,1
15,126,1007,1014,1020,1
9,127,1007,1016,1020,1
12,128,1007,1014,1020,1
3,129,1007,1016,1021,1
110,130,1011,1015,1021,1
5,131,1009,1014,1021,1
33,132,1006,1015,1022,1
28,133,1007,1014,1021,1
12,134,1007,1014,1020,1
33,135,1006,1014,1020,1
13,136,1007,1014,1021,1
24,137,1007,1014,1020,1
19,138,1012,1016,1021,1
9,139,1007,1014,1020,1
9,140,1007,1016,1020,1
17,141,1012,1016,1020,1
12,142,1007,1016,1020,1
3,143,1006,1014,1021,1
22,144,1012,1019,1020,1
28,145,1007,1013,1021,1
88,146,1007,1017,1020,1
6,147,1012,1019,1021,1
19,148,1007,1016,1020,1
8,149,1006,1016,1021,1
19,150,1007,1014,1020,1
28,151,1009,1016,1021,1
8,152,1012,1014,1021,1
8,153,1007,1014,1021,1
15,154,1009,1016,1020,1
20,155,1012,1014,1020,1
22,156,1012,1014,1020,1
80,157,1006,1019,1021,1
110,158,1012,1014,1020,1
13,159,1012,1019,1021,1
3,160,1007,1014,1020,1
3,161,1007,1019,1021,1
12,162,1007,1014,1020,1
13,163,1009,1016,1020,1
19,164,1006,1014,1021,1
28,165,1006,1016,1021,1
23,166,1009,1016,1020,1
23,167,1012,1014,1021,1
3,168,1012,1017,1020,1
13,169,1010,1013,1020,1
23,170,1007,1014,1020,1
1,171,1007,1014,1020,1
73,172,1012,1019,1021,1
73,173,1006,1019,1020,1
13,174,1007,1013,1021,1
8,175,1006,1019,1021,1
24,176,1006,1013,1020,1
3,177,1007,1014,1020,1
26,178,1006,1013,1021,1
24,179,1006,1014,1020,1
22,180,1012,1014,1020,1
3,181,1009,1016,1020,1
1,182,1007,1014,1021,1
27,183,1007,1019,1020,1
3,184,1007,1014,1020,1
42,185,1007,1014,1020,1
1,186,1007,1014,1021,1
3,187,1009,1019,1020,1
21,188,1007,1014,1021,1
8,189,1012,1016,1021,1
24,190,1006,1013,1022,1
24,191,1007,1014,1021,1
15,192,1007,1014,1021,1
3,193,1007,1019,1020,1
12,194,1007,1014,1020,1
15,195,1007,1014,1021,1
3,196,1007,1014,1020,1
7,197,1006,1013,1020,1
19,198,1007,1014,1022,1
6,199,1012,1019,1021,1
28,200,1009,1016,1021,1
24,201,1006,1014,1020,1
24,202,1007,1015,1021,1
8,203,1007,1014,1020,1
28,204,1009,1015,1021,1
3,205,1007,1017,1021,1
3,206,1007,1016,1021,1
28,207,1009,1016,1021,1
9,208,1012,1014,1021,1
22,209,1012,1016,1020,1
7,210,1007,1014,1020,1
19,211,1007,1014,1020,1
7,212,1007,1014,1020,1
7,213,1009,1016,1020,1
15,214,1007,1014,1020,1
1,215,1012,1019,1021,1
28,216,1006,1016,1021,1
28,217,1007,1016,1021,1
33,218,1007,1019,1020,1
28,219,1007,1013,1021,1
12,220,1012,1014,1020,1
8,221,1012,1019,1021,1
33,222,1007,1014,1020,1
3,223,1007,1014,1021,1
12,224,1007,1014,1020,1
6,225,1007,1014,1020,1
32,226,1007,1014,1020,1
1,227,1009,1016,1021,1
107,228,1007,1014,1020,1
20,229,1012,1014,1020,1
1,230,1007,1014,1020,1
7,231,1006,1014,1021,1
12,232,1007,1014,1020,1
12,233,1007,1014,1020,1
13,234,1007,1016,1020,1
56,235,1007,1014,1020,1
1,236,1007,1014,1021,1
46,237,1007,1014,1020,1
19,238,1007,1014,1020,1
15,239,1007,1014,1021,1
12,242,1007,1013,1020,1
9,243,1007,1014,1020,1
29,244,1007,1014,1020,1
1,245,1008,1019,1020,1
49,246,1007,1019,1020,1
28,247,1012,1019,1021,1
28,248,1009,1016,1021,1
28,249,1009,1014,1021,1
28,250,1006,1016,1021,1
28,251,1007,1019,1021,1
22,252,1007,1014,1020,1
7,255,1009,1015,1020,1
7,256,1006,1017,1022,1
38,257,1007,1016,1020,1
38,258,1007,1015,1020,1
38,259,1007,1014,1020,1
12,260,1007,1014,1020,1
12,261,1007,1018,1020,1
15,262,1007,1015,1021,1
73,263,1007,1014,1021,1
28,264,1011,1018,1021,1
103,265,1012,1019,1021,1
28,266,1009,1016,1021,1
43,267,1012,1019,1021,1
28,268,1006,1016,1021,1
15,269,1007,1014,1020,1
3,270,1007,1017,1020,1
1,271,1012,1016,1021,1
79,272,1012,1019,1021,1
20,273,1009,1019,1020,1
39,274,1009,1015,1021,1
39,275,1006,1014,1021,1
1,277,1007,1014,1020,1
15,278,1009,1019,1020,1
22,279,1009,1019,1020,1
15,280,1012,1019,1021,1
79,281,1012,1019,1021,1
43,282,1012,1019,1021,1
81,283,1012,1019,1021,1
81,284,1012,1019,1021,1
43,285,1009,1016,1021,1
43,286,1009,1019,1021,1
43,287,1012,1019,1020,1
56,288,1007,1014,1020,1
7,289,1007,1014,1020,1
28,290,1011,1016,1021,1
24,291,1007,1014,1022,1
28,292,1012,1014,1021,1
33,293,1012,1019,1020,1
8,294,1007,1014,1021,1
28,295,1012,1018,1021,1
3,296,1007,1014,1020,1
110,297,1007,1014,1020,1
78,298,1012,1019,1021,1
28,299,1007,1014,1021,1
28,300,1007,1019,1021,1
24,301,1012,1014,1021,1
38,302,1007,1019,1020,1
80,303,1007,1016,1021,1
85,304,1012,1015,1021,1
27,305,1009,1016,1020,1
73,306,1012,1019,1021,1
3,307,1006,1017,1020,1
12,308,1007,1014,1020,1
38,309,1006,1019,1020,1
3,310,1012,1018,1020,1
1,311,1012,1019,1021,1
81,312,1012,1019,1021,1
50,313,1007,1014,1020,1
38,314,1007,1017,1020,1
109,315,1007,1014,1021,1
28,317,1011,1018,1021,1
88,318,1007,1019,1020,1
64,319,1012,1019,1021,1
24,320,1012,1013,1021,1
1,321,1007,1014,1021,1
110,322,1009,1016,1021,1
12,323,1007,1014,1020,1
49,324,1007,1014,1020,1
24,325,1007,1014,1020,1
49,326,1007,1014,1020,1
1,327,1007,1014,1021,1
3,328,1007,1017,1020,1
24,329,1007,1014,1021,1
24,330,1009,1014,1021,1
38,331,1008,1015,1020,1
8,332,1012,1019,1021,1
1,333,1012,1019,1021,1
110,334,1007,1014,1020,1
110,335,1007,1013,1021,1
79,336,1012,1019,1021,1
28,337,1009,1019,1021,1
7,338,1007,1016,1020,1
8,339,1009,1016,1021,1
15,340,1007,1014,1020,1
100,341,1012,1019,1021,1
38,342,1007,1016,1020,1
20,343,1009,1014,1020,1
56,344,1007,1014,1020,1
24,345,1007,1019,1020,1
38,346,1006,1017,1020,1
13,347,1007,1014,1021,1
99,348,1007,1014,1021,1
1,349,1007,1014,1021,1
110,350,1006,1013,1021,1
24,351,1009,1018,1022,1
28,352,1010,1016,1021,1
8,353,1012,1019,1020,1
15,354,1007,1014,1020,1
1,355,1007,1019,1021,1
28,356,1009,1014,1021,1
107,357,1009,1015,1020,1
38,358,1007,1015,1020,1
28,359,1007,1013,1021,1
12,360,1007,1013,1020,1
45,361,1009,1015,1020,1
31,362,1006,1013,1020,1
75,364,1012,1014,1020,1
38,365,1009,1015,1020,1
38,367,1007,1014,1020,1
38,368,1007,1014,1020,1
28,369,1012,1016,1021,1
1,370,1007,1014,1020,1
28,371,1007,1018,1021,1
73,372,1008,1018,1021,1
1,373,1007,1014,1020,1
88,374,1007,1013,1022,1
8,375,1012,1019,1021,1
1,376,1007,1014,1020,1
28,379,1009,1019,1021,1
3,380,1007,1014,1020,1
56,381,1012,1019,1021,1
45,382,1006,1013,1021,1
1,384,1007,1014,1021,1
1,385,1007,1014,1021,1
8,386,1012,1019,1021,1
46,387,1007,1016,1020,1
7,388,1006,1016,1020,1
28,389,1009,1018,1021,1
3,390,1007,1014,1021,1
49,391,1007,1014,1020,1
49,392,1007,1014,1020,1
49,393,1012,1013,1021,1
49,394,1007,1016,1020,1
49,395,1007,1014,1022,1
49,396,1012,1019,1020,1
49,397,1007,1014,1020,1
20,398,1009,1019,1020,1
49,399,1007,1014,1020,1
49,400,1007,1014,1021,1
49,401,1007,1014,1022,1
49,402,1007,1019,1021,1
49,403,1007,1014,1020,1
28,404,1009,1016,1021,1
81,405,1012,1019,1021,1
15,406,1007,1014,1020,1
38,407,1006,1015,1020,1
28,408,1007,1013,1021,1
28,409,1007,1014,1021,1
28,410,1007,1014,1021,1
12,411,1006,1016,1020,1
22,412,1012,1019,1021,1
28,413,1007,1014,1021,1
38,415,1009,1013,1020,1
28,416,1007,1014,1021,1
28,417,1007,1014,1021,1
10,418,1012,1019,1020,1
28,419,1007,1014,1021,1
28,420,1007,1014,1021,1
10,421,1007,1014,1020,1
15,422,1007,1016,1022,1
28,423,1009,1019,1021,1
24,424,1012,1014,1020,1
20,425,1007,1016,1021,1
10,426,1011,1017,1020,1
13,427,1007,1016,1020,1
24,428,1009,1014,1020,1
51,429,1012,1019,1020,1
16,430,1007,1014,1021,1
16,432,1012,1019,1021,1
16,433,1007,1016,1021,1
16,434,1007,1014,1021,1
12,435,1007,1016,1020,1
28,436,1007,1019,1021,1
20,437,1007,1014,1020,1
3,438,1012,1014,1020,1
22,439,1012,1019,1020,1
15,440,1007,1016,1020,1
12,441,1008,1018,1022,1
109,442,1007,1014,1020,1
109,443,1007,1014,1020,1
31,444,1012,1013,1020,1
28,445,1012,1016,1021,1
3,446,1007,1017,1020,1
28,447,1007,1016,1021,1
28,448,1006,1016,1021,1
107,450,1006,1014,1020,1
28,451,1007,1019,1021,1
28,452,1007,1016,1021,1
3,453,1007,1014,1020,1
15,454,1007,1014,1020,1
33,455,1012,1014,1021,1
12,456,1007,1014,1020,1
56,457,1007,1014,1020,1
28,458,1007,1016,1021,1
7,459,1007,1014,1020,1
10,460,1007,1014,1021,1
28,461,1006,1016,1021,1
15,463,1007,1014,1022,1
78,464,1012,1019,1021,1
24,465,1007,1014,1020,1
46,466,1007,1014,1020,1
15,467,1007,1014,1020,1
22,468,1012,1019,1021,1
46,469,1006,1016,1020,1
24,470,1007,1016,1020,1
28,471,1007,1016,1021,1
8,472,1007,1014,1021,1
8,473,1007,1014,1020,1
8,474,1012,1019,1021,1
13,475,1007,1014,1020,1
22,476,1009,1017,1022,1
7,477,1007,1014,1020,1
22,479,1012,1015,1022,1
22,480,1007,1016,1021,1
12,481,1007,1017,1020,1
110,482,1007,1014,1020,1
12,483,1007,1014,1020,1
24,484,1012,1016,1021,1
28,485,1007,1019,1021,1
28,486,1007,1016,1021,1
58,487,1007,1016,1021,1
28,488,1007,1014,1021,1
6,489,1007,1014,1021,1
79,490,1007,1014,1020,1
1,491,1012,1019,1021,1
8,492,1007,1014,1020,1
15,493,1007,1014,1020,1
8,494,1012,1019,1020,1
15,495,1007,1016,1021,1
28,496,1006,1013,1021,1
28,497,1007,1016,1021,1
28,498,1007,1013,1021,1
5,499,1007,1014,1020,1
22,500,1007,1019,1020,1
33,501,1007,1014,1020,1
7,502,1006,1013,1020,1
12,503,1007,1014,1020,1
15,504,1007,1014,1020,1
33,505,1007,1019,1020,1
12,506,1007,1014,1020,1
38,507,1007,1016,1020,1
38,508,1007,1014,1020,1
22,509,1007,1019,1020,1
15,510,1007,1014,1020,1
